,Temperature,Humidity,Wind Speed,Precipitation (%),col6,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,Weather Type
3803,9.5,26,15,1,7.2,clear,1022.73,6,Winter,9.2,inland,Sunny
3804,26.1,92,59,66,57.2,overcast,991.66,4,Summer,3.5,mountain,Rainy
3805,41.3,52,10,14,5.5,clear,1023.23,13,Summer,6.8,coastal,Sunny
3806,24.6,88,56,99,92.7,overcast,999.34,3,Summer,4.8,coastal,Rainy
3807,35.7,23,29,22,14.6,partly cloudy,1014.45,7,Summer,8.1,mountain,Sunny
3808,31.7,33,6,14,38.6,clear,1023.46,4,Summer,6.6,coastal,Sunny
3809,7.2,79,38,49,45.1,overcast,1009.76,0,Winter,1.8,coastal,Rainy
3810,7.1,90,59,78,94.7,overcast,998.61,2,Winter,3.5,mountain,Rainy
3811,9.1,84,48,55,46.2,overcast,1010.44,3,Autumn,2.0,mountain,Rainy
3812,8.3,86,97,96,98.6,clear,989.26,2,Autumn,1.1,mountain,Rainy
3813,5.6,61,66,95,100.8,overcast,1003.26,4,Autumn,2.0,mountain,Rainy
3814,5.8,62,5,85,104.6,overcast,993.23,5,Spring,4.6,coastal,Rainy
3815,8.1,61,58,66,95.6,overcast,999.8,1,Winter,4.1,coastal,Rainy
3816,20.5,28,16,16,14.7,clear,1025.82,6,Spring,10.0,coastal,Sunny
3817,7.7,68,45,77,70.7,overcast,999.39,2,Spring,4.0,inland,Rainy
3818,31.2,30,32,18,51.2,clear,1034.88,10,Summer,6.6,coastal,Sunny
3819,1.0,83,41,66,62.9,overcast,1008.8,5,Winter,4.7,coastal,Rainy
3820,-2.1,64,89,42,39.7,partly cloudy,1000.89,0,Winter,1.3,coastal,Rainy
3821,13.2,86,9,55,87.6,partly cloudy,1004.6,1,Autumn,3.8,inland,Rainy
3822,37.9,31,29,6,15.0,clear,1010.0,4,Summer,8.3,inland,Sunny
3823,14.6,92,17,54,27.5,partly cloudy,990.71,3,Autumn,4.2,coastal,Rainy
3824,7.8,79,18,51,67.5,overcast,996.9,4,Autumn,5.4,inland,Rainy
3825,7.8,73,86,43,70.8,overcast,989.33,1,Autumn,4.5,coastal,Rainy
3826,24.6,44,37,4,13.4,clear,1021.36,6,Spring,7.9,mountain,Sunny
3827,-0.8,69,12,80,54.5,overcast,991.67,2,Winter,1.5,mountain,Rainy
3828,6.3,87,52,42,74.1,clear,1010.3,0,Winter,5.4,coastal,Rainy
3829,27.4,24,2,4,43.7,clear,1033.79,7,Spring,8.7,coastal,Sunny
3830,37.9,51,4,11,58.2,partly cloudy,1014.3,8,Summer,8.3,inland,Sunny
3831,7.6,92,46,40,53.4,overcast,1010.14,5,Winter,1.8,mountain,Rainy
3832,7.9,69,86,92,70.9,partly cloudy,1003.83,2,Winter,3.2,coastal,Rainy
3833,4.2,73,70,72,87.6,partly cloudy,996.68,1,Winter,2.3,coastal,Rainy
3834,27.3,52,29,17,7.8,clear,1026.57,8,Summer,7.0,coastal,Sunny
3835,7.9,85,31,43,64.4,partly cloudy,1002.15,0,Autumn,3.2,inland,Rainy
3836,15.0,69,64,64,26.0,overcast,1008.02,4,Summer,1.0,mountain,Rainy
3837,16.4,73,102,45,104.9,overcast,1006.92,2,Summer,4.5,coastal,Rainy
3838,14.9,20,6,10,33.5,clear,1018.37,9,Spring,7.1,inland,Sunny
3839,13.2,50,24,19,49.0,overcast,1018.68,10,Spring,8.3,coastal,Sunny
3840,12.2,37,15,9,24.6,partly cloudy,1017.57,10,Autumn,7.7,mountain,Sunny
3841,3.2,45,14,17,7.6,clear,1015.19,11,Winter,7.9,mountain,Sunny
3842,35.2,55,18,11,35.8,clear,1025.05,13,Summer,7.3,inland,Sunny
3843,29.2,88,33,95,66.4,clear,995.64,5,Summer,1.6,mountain,Rainy
3844,2.4,65,9,58,100.2,partly cloudy,1002.61,2,Winter,3.2,mountain,Rainy
3845,-0.2,72,99,44,76.1,clear,991.21,1,Winter,5.1,coastal,Rainy
3846,9.2,75,35,89,50.4,partly cloudy,995.04,3,Spring,2.4,inland,Rainy
3847,36.9,40,26,24,9.6,clear,1022.56,7,Summer,8.5,inland,Sunny
3848,-1.9,91,102,67,92.0,overcast,997.2,5,Winter,2.5,inland,Rainy
3849,27.6,22,19,24,6.6,partly cloudy,1023.24,8,Summer,8.1,inland,Sunny
3850,-0.1,86,20,53,21.0,partly cloudy,1009.17,3,Winter,1.1,mountain,Rainy
3851,17.5,55,33,19,39.1,partly cloudy,1022.12,5,Spring,8.6,mountain,Sunny
3852,7.5,94,36,41,75.4,partly cloudy,1002.27,1,Winter,4.1,mountain,Rainy
3853,-1.0,91,32,65,28.7,partly cloudy,998.93,5,Winter,2.9,mountain,Rainy
3854,16.2,32,14,24,32.4,clear,1030.45,11,Autumn,9.9,mountain,Sunny
3855,8.3,46,21,20,33.4,clear,1016.42,7,Winter,9.7,inland,Sunny
3856,35.1,24,19,16,52.2,clear,1012.33,10,Summer,8.1,inland,Sunny
3857,5.4,67,10,92,48.6,partly cloudy,1005.91,3,Spring,2.5,inland,Rainy
3858,4.1,91,44,83,81.0,overcast,1010.24,1,Autumn,5.2,inland,Rainy
3859,-2.1,84,62,89,86.0,overcast,990.32,0,Winter,4.6,mountain,Rainy
3860,42.2,52,6,7,15.4,partly cloudy,1024.7,6,Summer,7.8,mountain,Sunny
3861,39.0,34,4,19,8.7,clear,1011.77,12,Summer,6.6,mountain,Sunny
3862,5.8,71,104,46,74.3,clear,988.15,3,Autumn,4.7,mountain,Rainy
3863,10.6,54,31,5,13.5,clear,1018.22,11,Winter,6.2,mountain,Sunny
3864,13.7,33,3,19,26.1,clear,1013.58,10,Spring,7.6,coastal,Sunny
3865,10.9,20,20,19,44.4,partly cloudy,1009.6,10,Winter,7.2,coastal,Sunny
3866,9.5,85,22,62,59.3,overcast,1005.39,0,Autumn,1.5,coastal,Rainy
3867,32.9,43,17,11,50.1,clear,1017.88,7,Summer,8.6,coastal,Sunny
3868,31.1,23,11,25,42.3,partly cloudy,1016.41,7,Summer,7.3,mountain,Sunny
3869,17.4,88,96,78,29.7,overcast,1010.34,4,Spring,4.4,inland,Rainy
3870,6.0,61,47,45,22.1,overcast,994.08,4,Winter,1.5,inland,Rainy
3871,14.9,22,6,11,59.7,partly cloudy,1022.61,12,Spring,6.4,coastal,Sunny
3872,9.5,89,83,81,40.7,clear,1000.37,0,Autumn,1.7,coastal,Rainy
3873,7.9,94,106,64,92.8,partly cloudy,1001.19,5,Autumn,3.5,mountain,Rainy
3874,7.5,40,32,1,30.0,partly cloudy,1029.59,13,Winter,7.7,mountain,Sunny
3875,23.0,42,31,7,53.3,clear,1032.13,8,Summer,6.1,coastal,Sunny
3876,32.3,39,34,10,44.4,partly cloudy,1029.23,5,Summer,8.2,mountain,Sunny
3877,30.5,30,24,13,44.8,clear,1032.39,7,Summer,9.7,inland,Sunny
3878,11.5,90,11,64,103.3,overcast,997.78,2,Spring,3.7,coastal,Rainy
3879,33.3,32,25,18,7.7,partly cloudy,1008.7,8,Summer,6.9,inland,Sunny
3880,14.9,41,30,5,14.8,partly cloudy,1024.89,8,Spring,7.7,coastal,Sunny
3881,13.3,36,12,17,25.7,clear,1015.99,8,Autumn,8.0,coastal,Sunny
3882,12.9,92,62,86,60.1,overcast,1007.81,1,Spring,3.9,inland,Rainy
3883,31.4,53,28,2,35.7,clear,1014.64,7,Summer,6.6,inland,Sunny
3884,37.7,52,33,15,6.5,clear,1032.09,6,Summer,8.8,inland,Sunny
3885,42.8,36,15,9,46.3,clear,1013.65,9,Summer,6.1,coastal,Sunny
3886,30.0,54,15,14,43.0,clear,1011.8,6,Summer,8.3,coastal,Sunny
3887,6.0,62,93,51,33.5,overcast,993.92,1,Spring,3.5,inland,Rainy
3888,8.2,76,29,95,82.5,partly cloudy,989.28,1,Winter,3.1,mountain,Rainy
3889,40.3,48,24,11,27.2,partly cloudy,1030.29,11,Summer,8.1,mountain,Sunny
3890,20.9,32,33,2,30.4,clear,1009.8,7,Autumn,6.8,mountain,Sunny
3891,1.2,79,46,63,64.3,overcast,999.77,5,Winter,3.7,inland,Rainy
3892,30.5,45,37,5,30.8,clear,1022.22,12,Summer,9.2,mountain,Sunny
3893,36.0,30,36,19,9.6,clear,1010.45,9,Summer,7.3,coastal,Sunny
3894,11.7,86,79,100,103.0,partly cloudy,1005.17,2,Autumn,1.0,mountain,Rainy
3895,0.3,65,45,86,21.2,overcast,996.21,2,Winter,1.2,mountain,Rainy
3896,10.0,74,93,90,91.9,overcast,998.57,2,Winter,3.9,mountain,Rainy
3897,40.0,42,8,22,50.2,clear,1010.31,7,Summer,6.9,mountain,Sunny
3898,40.6,24,7,17,42.2,clear,1013.69,12,Summer,6.6,mountain,Sunny
3899,4.3,61,30,41,32.4,overcast,993.68,4,Winter,4.8,coastal,Rainy
3900,39.1,27,23,8,19.2,clear,1031.22,8,Summer,9.2,mountain,Sunny
3901,19.0,43,39,1,18.8,partly cloudy,1010.34,5,Spring,9.9,coastal,Sunny
3902,0.5,84,32,45,32.3,overcast,996.29,2,Winter,1.9,coastal,Rainy
3903,21.6,46,38,8,53.7,clear,1009.68,5,Spring,9.7,inland,Sunny
3904,4.1,77,61,58,55.5,partly cloudy,1006.57,1,Winter,1.6,mountain,Rainy
3905,9.5,63,80,53,101.7,partly cloudy,1009.79,0,Winter,3.6,inland,Rainy
3906,34.3,43,1,11,59.9,clear,1021.53,4,Summer,8.6,inland,Sunny
3907,10.8,22,37,22,49.0,clear,1021.7,5,Autumn,6.5,coastal,Sunny
3908,38.1,42,20,15,56.9,partly cloudy,1008.97,7,Summer,8.1,mountain,Sunny
3909,36.5,55,25,4,55.3,partly cloudy,1020.89,13,Summer,8.1,mountain,Sunny
3910,14.0,78,55,70,52.5,overcast,988.75,2,Autumn,4.7,inland,Rainy
3911,27.0,82,43,53,79.8,overcast,1003.59,5,Summer,1.7,coastal,Rainy
3912,-0.9,65,60,45,45.4,overcast,1002.1,4,Winter,1.4,mountain,Rainy
3913,12.3,48,30,6,21.1,partly cloudy,1018.76,5,Spring,6.1,mountain,Sunny
3914,3.0,70,50,53,98.8,overcast,1000.39,2,Winter,2.3,coastal,Rainy
3915,15.4,62,53,99,27.4,overcast,1005.62,3,Autumn,2.9,coastal,Rainy
3916,25.6,45,26,10,17.1,clear,1017.79,4,Summer,7.4,coastal,Sunny
3917,2.8,86,83,51,35.1,partly cloudy,989.85,0,Winter,3.1,coastal,Rainy
3918,8.0,83,7,98,69.3,partly cloudy,1005.78,3,Winter,4.2,inland,Rainy
3919,16.0,80,12,91,77.4,overcast,1003.76,4,Autumn,1.3,inland,Rainy
3920,13.1,71,52,43,73.8,overcast,1010.07,2,Autumn,1.1,inland,Rainy
3921,26.8,21,22,18,33.4,partly cloudy,1028.38,10,Spring,7.9,coastal,Sunny
3922,1.0,85,71,82,73.2,overcast,998.67,0,Winter,2.1,inland,Rainy
3923,7.6,79,55,40,32.2,overcast,988.87,2,Winter,3.3,coastal,Rainy
3924,2.2,87,41,64,84.1,overcast,1003.86,1,Winter,2.1,inland,Rainy
3925,19.9,20,39,9,54.0,partly cloudy,1015.64,4,Autumn,9.1,coastal,Sunny
3926,14.5,21,7,5,38.7,clear,1030.45,12,Spring,6.6,coastal,Sunny
3927,3.2,91,17,57,42.2,overcast,1010.11,5,Winter,2.6,inland,Rainy
3928,0.9,67,33,98,74.3,overcast,999.1,3,Winter,5.2,mountain,Rainy
3929,19.6,85,56,80,27.1,overcast,1007.77,4,Summer,2.5,inland,Rainy
3930,13.8,64,52,54,45.8,overcast,1011.58,1,Spring,2.1,mountain,Rainy
3931,2.4,76,66,87,99.3,clear,998.4,2,Winter,1.0,inland,Rainy
3932,27.1,61,73,42,46.9,overcast,1000.77,5,Summer,3.2,mountain,Rainy
3933,16.1,81,94,65,56.7,overcast,1003.5,2,Spring,2.7,inland,Rainy
3934,27.2,32,30,3,28.3,partly cloudy,1013.04,6,Spring,7.6,inland,Sunny
3935,4.2,31,15,24,45.1,clear,1019.46,4,Winter,9.0,inland,Sunny
3936,16.4,26,1,14,46.5,clear,1023.05,11,Autumn,7.0,inland,Sunny
3937,7.4,73,15,65,93.5,overcast,1011.7,5,Winter,2.9,inland,Rainy
3938,12.0,80,81,71,52.2,overcast,1007.19,5,Spring,4.2,coastal,Rainy
3939,10.8,54,9,9,12.3,clear,1023.57,4,Winter,7.4,coastal,Sunny
3940,16.0,80,82,82,33.4,overcast,991.45,5,Spring,4.9,mountain,Rainy
3941,21.9,38,5,1,7.7,partly cloudy,1032.25,6,Spring,6.6,mountain,Sunny
3942,15.9,27,8,3,52.3,clear,1031.35,6,Spring,6.5,mountain,Sunny
3943,19.9,25,9,3,9.6,overcast,1021.42,12,Autumn,9.8,mountain,Sunny
3944,8.6,45,22,20,10.8,clear,1030.24,8,Autumn,8.6,mountain,Sunny
3945,6.4,90,71,99,75.7,overcast,1002.56,0,Winter,4.1,mountain,Rainy
3946,6.7,67,95,42,69.0,overcast,1006.88,3,Autumn,3.1,coastal,Rainy
3947,21.8,40,23,10,31.3,partly cloudy,1013.96,4,Autumn,6.5,mountain,Sunny
3948,12.1,30,6,4,53.0,clear,1026.61,11,Winter,9.5,coastal,Sunny
3949,8.7,82,14,85,77.8,overcast,1008.5,5,Winter,2.4,mountain,Rainy
3950,40.7,45,12,4,31.0,partly cloudy,1030.59,5,Summer,6.2,coastal,Sunny
3951,18.0,85,22,61,49.4,clear,1005.36,4,Summer,3.8,coastal,Rainy
3952,13.4,45,28,22,18.7,clear,1017.75,4,Autumn,6.4,inland,Sunny
3953,9.2,64,75,46,95.5,overcast,988.75,1,Autumn,5.1,inland,Rainy
3954,6.2,76,6,78,68.8,overcast,1000.73,5,Winter,3.1,coastal,Rainy
3955,6.2,94,6,57,22.6,overcast,997.32,3,Autumn,2.8,inland,Rainy
3956,14.1,36,38,5,44.5,partly cloudy,1027.92,4,Autumn,7.9,inland,Sunny
3957,-0.7,74,35,89,29.8,partly cloudy,996.19,4,Winter,4.3,coastal,Rainy
3958,17.7,73,73,52,99.2,overcast,1011.41,0,Spring,4.1,mountain,Rainy
3959,35.3,42,26,2,56.5,clear,1026.77,4,Summer,6.1,mountain,Sunny
3960,18.5,28,18,16,54.9,partly cloudy,1017.63,6,Spring,6.2,coastal,Sunny
3961,4.3,93,98,57,39.7,overcast,1001.25,5,Autumn,5.3,coastal,Rainy
3962,20.8,47,19,15,41.4,partly cloudy,1021.0,12,Spring,8.1,inland,Sunny
3963,28.7,62,79,55,28.8,overcast,991.59,0,Summer,1.3,inland,Rainy
3964,16.5,60,18,92,83.0,overcast,990.38,5,Spring,4.6,inland,Rainy
3965,24.6,54,29,20,40.6,partly cloudy,1022.69,13,Summer,7.5,mountain,Sunny
3966,6.3,88,12,53,69.8,clear,994.07,5,Winter,4.5,coastal,Rainy
3967,38.3,36,6,13,26.7,clear,1028.89,9,Summer,7.1,mountain,Sunny
3968,7.2,90,75,91,47.6,overcast,996.78,4,Winter,5.3,coastal,Rainy
3969,7.0,74,29,78,93.9,overcast,995.32,3,Spring,3.2,coastal,Rainy
3970,15.7,50,12,4,19.1,clear,1033.59,11,Autumn,6.2,mountain,Sunny
3971,16.7,52,28,16,33.7,partly cloudy,1025.78,6,Spring,6.6,coastal,Sunny
3972,7.7,75,49,80,29.4,clear,990.89,3,Autumn,5.4,inland,Rainy
3973,3.2,78,75,86,65.1,overcast,1009.58,0,Winter,5.2,coastal,Rainy
3974,13.8,22,29,13,21.1,clear,1016.92,13,Spring,8.0,inland,Sunny
3975,4.9,85,107,85,35.7,overcast,995.7,4,Autumn,5.4,coastal,Rainy
3976,40.9,53,26,3,34.4,clear,1029.47,12,Summer,8.8,mountain,Sunny
3977,16.9,26,14,15,24.3,clear,1027.91,9,Autumn,7.6,inland,Sunny
3978,7.0,85,95,86,97.7,overcast,1007.29,1,Spring,3.7,mountain,Rainy
3979,23.2,40,6,6,49.7,partly cloudy,1031.75,7,Spring,7.0,inland,Sunny
3980,6.6,95,41,71,78.9,overcast,1006.82,0,Spring,3.7,coastal,Rainy
3981,35.3,25,34,3,37.3,clear,1026.24,9,Summer,6.5,coastal,Sunny
3982,12.2,43,36,25,47.2,clear,1013.28,11,Spring,10.0,coastal,Sunny
3983,22.7,22,16,4,8.4,partly cloudy,1022.45,11,Spring,8.4,coastal,Sunny
3984,34.0,50,11,6,44.2,clear,1029.0,4,Summer,8.1,mountain,Sunny
3985,8.7,77,100,56,22.2,partly cloudy,1009.83,5,Winter,4.5,coastal,Rainy
3986,1.5,70,5,75,29.0,partly cloudy,1003.99,2,Winter,2.2,inland,Rainy
3987,8.3,92,86,98,46.5,overcast,1010.06,0,Winter,4.6,inland,Rainy
3988,42.2,54,35,21,6.7,partly cloudy,1012.96,5,Summer,8.5,coastal,Sunny
3989,27.5,51,40,0,51.9,clear,1033.51,11,Summer,6.6,coastal,Sunny
3990,12.1,53,3,18,28.7,clear,1027.99,8,Winter,9.0,inland,Sunny
3991,4.0,86,6,95,36.3,partly cloudy,997.0,3,Winter,3.0,coastal,Rainy
3992,5.8,67,17,53,98.5,overcast,1009.3,4,Winter,1.9,inland,Rainy
3993,31.8,30,32,0,44.2,clear,1017.54,11,Summer,6.7,inland,Sunny
3994,-1.9,75,92,77,34.8,partly cloudy,1011.22,3,Winter,2.9,coastal,Rainy
3995,-1.5,90,8,44,31.1,overcast,999.57,3,Winter,2.5,inland,Rainy
3996,12.3,64,7,64,28.0,overcast,994.95,3,Autumn,3.2,inland,Rainy
3997,18.6,25,4,15,16.8,clear,1021.5,5,Autumn,9.5,coastal,Sunny
3998,9.3,62,18,83,71.0,partly cloudy,993.78,5,Winter,2.3,mountain,Rainy
3999,21.0,34,36,23,35.1,clear,1020.15,6,Spring,7.7,inland,Sunny
4000,6.6,88,26,64,36.6,overcast,1005.59,5,Winter,3.4,inland,Rainy
4001,9.1,69,75,78,104.5,overcast,989.35,5,Spring,2.6,inland,Rainy
4002,5.6,39,12,10,40.6,clear,1011.98,5,Winter,9.2,mountain,Sunny
4003,26.4,30,34,8,52.8,partly cloudy,1029.32,6,Summer,6.5,mountain,Sunny
4004,12.6,41,12,24,23.7,clear,1009.86,7,Autumn,7.2,coastal,Sunny
4005,0.6,91,75,100,32.8,overcast,1001.16,3,Winter,4.9,inland,Rainy
4006,25.6,26,9,22,33.8,overcast,1029.7,12,Spring,8.0,coastal,Sunny
4007,7.2,87,6,65,39.7,overcast,990.85,0,Winter,2.2,mountain,Rainy
4008,3.3,77,97,57,63.6,partly cloudy,1001.76,3,Autumn,2.5,inland,Rainy
4009,38.2,40,33,6,43.6,clear,1032.62,4,Summer,7.3,mountain,Sunny
4010,14.7,55,11,23,54.4,clear,1034.59,6,Autumn,7.4,coastal,Sunny
4011,-0.3,89,70,91,64.0,overcast,992.9,3,Winter,3.9,mountain,Rainy
4012,25.1,23,32,17,8.1,clear,1024.84,4,Summer,8.4,coastal,Sunny
4013,-2.5,80,64,76,97.8,overcast,994.42,3,Winter,5.1,coastal,Rainy
4014,9.4,81,32,79,31.2,clear,1004.24,2,Winter,2.1,inland,Rainy
4015,-1.3,76,73,42,70.1,partly cloudy,995.27,3,Winter,3.5,coastal,Rainy
4016,24.4,82,53,72,55.3,overcast,1010.72,4,Summer,1.1,coastal,Rainy
4017,6.4,82,102,45,50.0,overcast,994.92,1,Spring,3.4,coastal,Rainy
4018,17.8,93,100,53,70.7,overcast,1000.0,3,Summer,1.9,coastal,Rainy
4019,17.3,78,102,69,42.3,overcast,1011.83,2,Spring,4.6,inland,Rainy
4020,33.3,43,26,16,40.5,clear,1014.08,13,Summer,10.0,mountain,Sunny
4021,12.6,83,72,67,83.2,overcast,1004.65,3,Autumn,1.3,coastal,Rainy
4022,3.8,74,11,49,39.3,partly cloudy,1010.04,3,Winter,1.4,coastal,Rainy
4023,10.0,75,29,72,96.4,partly cloudy,994.63,3,Autumn,3.4,mountain,Rainy
4024,14.0,30,14,20,58.2,clear,1010.95,7,Winter,9.2,coastal,Sunny
4025,23.0,41,17,5,36.1,clear,1027.65,11,Spring,9.8,mountain,Sunny
4026,36.4,26,18,10,13.0,partly cloudy,1016.53,5,Summer,6.8,inland,Sunny
4027,11.0,85,68,67,21.3,partly cloudy,999.45,4,Autumn,4.1,coastal,Rainy
4028,9.8,39,12,21,35.6,clear,1029.55,13,Autumn,6.6,inland,Sunny
4029,33.6,24,9,6,55.9,clear,1010.89,7,Summer,7.8,mountain,Sunny
4030,39.1,48,1,8,36.6,clear,1011.08,8,Summer,6.4,mountain,Sunny
4031,31.2,52,7,12,16.8,clear,1033.93,10,Summer,9.0,inland,Sunny
4032,36.8,39,6,25,43.5,overcast,1023.28,4,Summer,8.9,coastal,Sunny
4033,-0.5,82,42,85,37.6,overcast,993.6,3,Winter,2.7,coastal,Rainy
4034,5.6,62,41,44,100.8,overcast,995.2,0,Autumn,5.2,inland,Rainy
4035,9.7,70,19,62,98.1,overcast,1000.66,3,Winter,1.7,mountain,Rainy
4036,38.0,43,39,18,33.7,clear,1024.72,9,Summer,7.8,mountain,Sunny
4037,14.1,54,14,5,14.2,clear,1031.28,10,Spring,9.6,mountain,Sunny
4038,30.7,24,32,20,59.8,clear,1020.1,6,Summer,8.5,coastal,Sunny
4039,-1.8,94,90,44,70.5,overcast,995.88,1,Winter,5.1,mountain,Rainy
4040,9.9,62,70,94,39.6,partly cloudy,1002.38,3,Winter,1.7,coastal,Rainy
4041,5.3,82,43,61,36.6,overcast,999.14,3,Spring,5.0,inland,Rainy
4042,8.8,90,41,67,98.1,partly cloudy,988.36,4,Winter,2.6,coastal,Rainy
4043,22.3,20,20,20,6.6,clear,1024.2,7,Spring,8.6,coastal,Sunny
4044,23.2,50,10,23,22.7,clear,1013.66,10,Summer,8.8,mountain,Sunny
4045,23.5,34,28,17,23.9,clear,1020.67,9,Spring,7.0,mountain,Sunny
4046,6.1,61,102,43,103.9,partly cloudy,995.78,0,Autumn,3.8,inland,Rainy
4047,33.8,27,26,16,17.7,clear,1015.88,5,Summer,7.9,mountain,Sunny
4048,15.8,80,14,52,23.5,overcast,1006.54,2,Autumn,4.8,mountain,Rainy
4049,17.4,29,1,11,32.5,clear,1019.03,4,Autumn,6.3,mountain,Sunny
4050,9.3,83,58,94,29.6,partly cloudy,994.49,0,Winter,2.2,mountain,Rainy
4051,-1.9,82,66,41,50.1,clear,993.12,3,Winter,2.6,mountain,Rainy
4052,36.1,41,33,10,18.1,clear,1014.34,5,Summer,7.7,inland,Sunny
4053,0.9,76,21,91,45.3,overcast,1003.12,5,Winter,4.3,coastal,Rainy
4054,8.5,80,21,100,40.9,overcast,992.95,3,Winter,4.2,coastal,Rainy
4055,10.4,41,9,13,7.2,clear,1032.67,7,Autumn,8.2,mountain,Sunny
4056,1.1,93,16,75,57.4,overcast,988.88,5,Winter,1.4,inland,Rainy
4057,9.1,28,6,18,20.9,clear,1013.57,11,Autumn,7.1,inland,Sunny
4058,29.6,77,11,63,61.1,overcast,1002.87,3,Summer,3.9,coastal,Rainy
4059,11.8,48,26,25,25.9,clear,1031.73,5,Winter,9.4,inland,Sunny
4060,12.6,82,5,98,74.7,partly cloudy,1005.58,4,Spring,4.9,coastal,Rainy
4061,5.0,90,50,75,25.3,overcast,989.52,5,Winter,3.3,inland,Rainy
4062,36.8,28,10,18,53.6,clear,1026.34,4,Summer,9.4,mountain,Sunny
4063,26.1,49,25,25,29.3,partly cloudy,1029.03,8,Summer,7.0,coastal,Sunny
4064,12.4,43,16,2,6.2,partly cloudy,1029.74,7,Spring,9.3,coastal,Sunny
4065,37.0,40,38,14,18.9,partly cloudy,1031.46,12,Summer,9.5,inland,Sunny
4066,10.6,68,41,91,88.0,overcast,1009.11,5,Spring,1.4,mountain,Rainy
4067,14.8,84,66,61,67.9,partly cloudy,1011.04,4,Autumn,1.7,mountain,Rainy
4068,8.1,43,2,8,8.8,clear,1033.1,10,Winter,7.4,inland,Sunny
4069,26.4,40,13,21,11.8,clear,1011.53,4,Spring,9.2,inland,Sunny
4070,1.9,82,67,76,24.4,overcast,989.1,1,Winter,1.6,mountain,Rainy
4071,8.5,82,55,46,99.4,overcast,988.54,0,Spring,3.5,mountain,Rainy
4072,5.8,77,98,86,56.2,partly cloudy,996.18,5,Winter,1.8,mountain,Rainy
4073,8.0,85,17,78,54.2,partly cloudy,1011.92,5,Spring,5.2,inland,Rainy
4074,9.0,70,6,56,40.7,clear,996.82,1,Winter,4.6,inland,Rainy
4075,23.1,79,46,65,45.3,overcast,999.28,5,Summer,5.5,inland,Rainy
4076,15.2,60,69,71,63.6,overcast,994.06,3,Spring,2.8,inland,Rainy
4077,18.5,38,25,23,55.9,clear,1031.99,9,Spring,7.3,inland,Sunny
4078,3.9,74,47,91,47.1,overcast,1001.18,1,Winter,4.7,mountain,Rainy
4079,27.0,80,17,100,91.5,overcast,992.18,0,Summer,3.6,mountain,Rainy
4080,14.4,49,38,0,37.2,clear,1030.46,5,Spring,8.3,inland,Sunny
4081,-0.7,93,11,43,92.4,overcast,994.62,2,Winter,3.1,mountain,Rainy
4082,16.7,27,23,8,39.9,clear,1009.73,9,Autumn,9.2,mountain,Sunny
4083,19.0,23,27,17,55.7,clear,1025.93,4,Spring,8.4,inland,Sunny
4084,21.8,55,26,4,49.3,clear,1016.49,4,Spring,7.4,coastal,Sunny
4085,17.1,44,28,23,23.0,clear,1020.98,9,Autumn,9.9,coastal,Sunny
4086,17.2,21,19,12,52.1,clear,1023.21,9,Autumn,8.3,mountain,Sunny
4087,18.6,35,20,25,41.4,partly cloudy,1018.79,11,Autumn,7.1,inland,Sunny
4088,18.3,66,21,99,78.9,partly cloudy,991.24,1,Summer,2.4,inland,Rainy
4089,9.7,87,49,87,72.7,overcast,1002.91,0,Spring,5.0,mountain,Rainy
4090,17.9,91,100,72,103.7,overcast,1009.64,4,Spring,4.4,coastal,Rainy
4091,15.6,26,20,7,9.0,clear,1017.5,13,Spring,9.0,mountain,Sunny
4092,17.3,52,4,13,58.4,overcast,1012.09,12,Autumn,6.8,coastal,Sunny
4093,12.0,66,92,86,96.9,overcast,1004.92,1,Autumn,1.5,mountain,Rainy
4094,41.0,31,26,23,32.9,partly cloudy,1020.52,8,Summer,9.1,inland,Sunny
4095,15.9,52,5,5,13.0,clear,1016.44,12,Spring,7.6,mountain,Sunny
4096,8.2,64,5,46,46.1,overcast,993.73,2,Autumn,2.7,inland,Rainy
4097,36.1,20,21,13,14.5,clear,1031.94,10,Summer,7.9,coastal,Sunny
4098,38.6,32,25,8,48.3,clear,1029.84,8,Summer,9.7,inland,Sunny
4099,39.3,20,29,6,11.8,partly cloudy,1030.11,5,Summer,8.1,coastal,Sunny
4100,12.7,81,42,90,91.4,overcast,1010.63,2,Spring,5.1,inland,Rainy
4101,38.1,38,33,5,49.7,clear,1020.27,13,Summer,9.1,coastal,Sunny
4102,-1.6,89,24,87,26.7,overcast,1011.0,4,Winter,4.5,coastal,Rainy
4103,17.7,24,15,16,51.0,partly cloudy,1030.86,10,Autumn,9.3,mountain,Sunny
4104,30.7,36,13,12,42.5,clear,1011.89,8,Summer,6.3,inland,Sunny
4105,18.5,30,11,18,49.7,clear,1028.32,13,Spring,8.2,coastal,Sunny
4106,9.1,81,40,92,93.7,overcast,994.3,5,Spring,4.4,inland,Rainy
4107,6.7,86,99,58,87.6,partly cloudy,992.16,3,Autumn,3.0,mountain,Rainy
4108,6.2,86,31,83,98.7,overcast,997.1,3,Winter,4.0,mountain,Rainy
4109,7.1,84,92,84,66.8,overcast,1006.07,5,Winter,4.4,mountain,Rainy
4110,22.2,26,19,4,56.8,clear,1031.32,8,Spring,9.3,coastal,Sunny
